loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,loan_status
30000,30000, 36 months,8.9,952.6,A,A5,1
10000,10000, 36 months,14.09,342.22,B,B5,1
28000,28000, 60 months,15.31,670.69,C,C2,1
13500,13500, 36 months,9.17,430.37,B,B1,1
15000,15000, 36 months,11.99,498.15,C,C1,1
6050,6050, 36 months,11.49,199.48,B,B5,1
3500,3500, 36 months,11.49,115.4,B,B5,1
19200,19200, 60 months,11.99,427,C,C1,1
24000,24000, 36 months,11.67,793.37,B,B4,1
6000,6000, 36 months,17.57,215.63,D,D2,1
8000,8000, 36 months,8.39,252.14,B,B1,1
35000,35000, 36 months,9.99,1129.19,B,B3,1
14000,14000, 36 months,19.03,513.4,D,D3,1
3000,3000, 36 months,12.69,100.64,C,C2,1
10925,10925, 60 months,17.57,274.88,D,D4,1
10000,10000, 36 months,8.24,314.48,B,B1,1
1500,1500, 36 months,14.33,51.51,C,C1,1
10000,10000, 36 months,10.99,327.34,B,B3,1
16000,16000, 36 months,10.99,523.75,B,B3,1
13950,13950, 36 months,15.99,490.38,C,C5,1
10000,10000, 36 months,8.39,315.17,B,B1,1
6400,6400, 36 months,9.38,204.66,A,A5,1
17000,17000, 36 months,11.67,561.97,B,B4,1
24000,24000, 60 months,25.83,716.16,G,G2,1
30000,30000, 60 months,19.05,779.05,D,D4,1
5375,5375, 36 months,7.9,168.19,A,A4,1
17500,17500, 36 months,7.89,547.5,A,A5,1
5475,5475, 36 months,11.14,179.61,B,B2,1
10000,10000, 36 months,6.97,308.64,A,A2,1
30000,30000, 60 months,10.49,644.67,B,B3,1
29975,29975, 36 months,18.99,1098.62,D,D4,1
14000,14000, 36 months,20.8,526.02,E,E1,1
25500,25500, 36 months,8.6,806.16,A,A4,1
2000,2000, 36 months,21.18,75.54,E,E3,1
8000,8000, 36 months,9.17,255.04,B,B2,1
5000,5000, 36 months,7.43,155.38,A,A2,1
28000,28000, 60 months,24.84,819.22,E,E3,1
5150,5150, 36 months,17.86,185.83,D,D5,1
6000,6000, 36 months,8.24,188.69,B,B1,1
7000,7000, 36 months,6.24,213.72,A,A2,1
20000,20000, 36 months,7.26,619.93,A,A4,1
11200,11200, 60 months,15.61,270.05,C,C3,1
16800,16800, 60 months,13.35,385.27,C,C2,1
35000,35000, 36 months,11.49,1154,B,B5,1
12000,12000, 36 months,8.99,381.55,B,B1,1
6000,6000, 36 months,7.39,186.34,A,A4,1
4800,4800, 36 months,7.99,150.4,A,A5,1
5400,5400, 36 months,5.32,162.62,A,A1,1
11500,11500, 36 months,5.32,346.32,A,A1,1
12000,12000, 36 months,12.12,399.26,B,B3,1
6000,6000, 36 months,12.69,201.27,C,C2,1
30000,30000, 60 months,16.99,745.42,D,D1,1
30000,30000, 36 months,13.49,1017.92,C,C2,1
10000,10000, 36 months,7.12,309.32,A,A3,1
7200,7200, 36 months,12.39,240.49,C,C1,1
10000,10000, 36 months,9.17,318.79,B,B2,1
20000,20000, 36 months,10.49,649.96,B,B3,1
15000,15000, 36 months,11.99,498.15,B,B3,1
18000,18000, 36 months,10.99,589.22,B,B4,1
1000,1000, 36 months,13.99,34.18,C,C4,1
12350,12350, 36 months,18.99,452.64,D,D4,1
5000,5000, 36 months,7.89,156.43,A,A5,1
35000,35000, 36 months,12.29,1167.36,C,C1,1
8000,8000, 36 months,6.89,246.62,A,A3,1
12000,12000, 36 months,6.89,369.93,A,A3,1
10000,10000, 60 months,15.59,241.01,D,D1,1
3000,3000, 36 months,7.46,93.27,A,A4,1
6500,6500, 36 months,9.75,208.98,B,B3,1
11000,11000, 60 months,17.57,276.77,D,D2,1
15000,15000, 36 months,17.27,536.81,C,C5,1
14950,14950, 36 months,9.91,481.77,B,B1,1
14400,14400, 36 months,9.17,459.06,B,B2,1
19325,19325, 36 months,19.99,718.09,D,D4,1
5000,5000, 36 months,7.99,156.66,A,A5,1
6025,6025, 36 months,8.59,190.45,A,A5,1
24000,24000, 36 months,8.39,756.4,A,A5,1
14000,14000, 36 months,6.24,427.44,A,A2,1
4750,4750, 36 months,7.9,148.63,A,A4,1
6075,6075, 36 months,13.99,207.6,C,C4,1
12000,12000, 36 months,10.99,392.81,B,B2,1
8000,8000, 36 months,7.89,250.29,A,A5,1
5000,5000, 36 months,10.49,162.49,B,B3,1
8000,8000, 36 months,11.49,263.78,B,B5,1
26500,26500, 60 months,19.05,688.16,D,D4,1
12000,12000, 36 months,17.99,433.77,D,D2,1
17275,17275, 60 months,19.99,457.59,E,E4,1
8000,8000, 36 months,13.18,270.25,C,C3,1
3625,3625, 36 months,7.59,112.91,A,A3,1
5000,5000, 36 months,10.99,163.67,B,B4,1
5000,5000, 36 months,9.99,161.32,B,B3,1
8400,8400, 36 months,11.99,278.97,B,B3,1
20000,20000, 36 months,9.8,643.47,B,B3,1
1500,1500, 36 months,5.32,45.18,A,A1,1
6000,6000, 36 months,10.91,196.18,B,B4,1
2000,2000, 36 months,18.06,72.37,D,D2,1
9600,9600, 36 months,9.16,306,B,B2,1
10200,10200, 60 months,30.79,334.98,G,G1,1
28000,28000, 36 months,7.69,873.42,A,A4,1
15000,15000, 36 months,6.49,459.67,A,A2,1
13000,13000, 36 months,8.67,411.41,B,B1,1
15000,15000, 36 months,8.18,471.3,B,B1,1
9000,9000, 36 months,11.14,295.25,B,B2,1
35000,35000, 36 months,9.99,1129.19,B,B3,1
5000,5000, 36 months,11.53,164.96,B,B5,1
3200,3200, 36 months,7.59,99.68,A,A3,1
25000,25000, 36 months,13.35,846.57,C,C2,1
28000,28000, 36 months,14.98,970.36,C,C3,1
18200,18200, 36 months,10.78,593.96,B,B4,1
3600,3600, 36 months,7.62,112.19,A,A3,1
20000,20000, 36 months,8.99,635.91,B,B1,1
7000,7000, 36 months,7.89,219,A,A5,1
13600,13600, 36 months,12.99,458.18,C,C2,1
7000,7000, 36 months,17.27,250.52,D,D2,1
2800,2800, 36 months,15.05,97.14,C,C4,1
7550,7550, 36 months,9.99,243.59,B,B1,1
9000,9000, 36 months,11.53,296.92,B,B5,1
24000,24000, 36 months,7.89,750.86,A,A5,1
10000,10000, 36 months,7.89,312.86,A,A5,1
7000,7000, 36 months,17.27,250.52,C,C5,1
12000,12000, 36 months,7.89,375.43,A,A5,1
25000,25000, 36 months,7.89,782.15,A,A5,1
8000,8000, 36 months,11.67,264.46,B,B4,1
12600,12600, 60 months,16.49,309.7,D,D3,1
20400,20400, 36 months,5.32,614.35,A,A1,1
12000,12000, 36 months,5.32,361.38,A,A1,1
10000,10000, 36 months,9.17,318.79,B,B1,1
1200,1200, 36 months,18.55,43.72,D,D2,1
5000,5000, 36 months,15.31,174.09,C,C5,1
17000,17000, 36 months,6.97,524.68,A,A2,1
6600,6600, 36 months,5.99,200.76,A,A2,1
5000,5000, 36 months,8.9,158.77,A,A5,1
5450,5450, 36 months,15.61,190.56,D,D1,1
19800,19800, 60 months,15.31,474.27,C,C4,1
20000,20000, 36 months,6.89,616.54,A,A3,1
10000,10000, 36 months,10.99,327.34,B,B2,1
6400,6400, 36 months,8.39,201.71,A,A5,1
18000,18000, 36 months,8.99,572.32,B,B1,1
17050,17050, 60 months,18.75,439.95,D,D3,1
10400,10400, 36 months,11.49,342.91,B,B5,1
18000,18000, 60 months,15.99,437.63,C,C5,1
20500,20500, 36 months,8.9,650.95,A,A5,1
19075,19075, 36 months,12.49,638.04,B,B5,1
8000,8000, 36 months,7.26,247.97,A,A4,1
26575,26575, 60 months,20.99,718.8,E,E4,1
18000,18000, 60 months,12.69,406.71,C,C2,1
12975,12975, 36 months,14.64,447.5,C,C3,1
25000,25000, 36 months,6.89,770.68,A,A3,1
18000,18000, 36 months,16.2,634.61,C,C4,1
22000,22000, 36 months,5.32,662.53,A,A1,1
6000,6000, 36 months,7.35,186.23,A,A4,1
24950,24950, 60 months,18.99,647.08,D,D3,1
15000,15000, 36 months,14.3,514.86,C,C1,1
3500,3500, 36 months,7.49,108.86,A,A4,1
9600,9600, 36 months,24.85,380.94,E,E3,1
11000,11000, 60 months,12.69,248.55,C,C2,1
6000,6000, 36 months,14.65,206.97,C,C5,1
35000,35000, 60 months,13.98,814.03,C,C3,1
18000,18000, 36 months,13.67,612.32,C,C3,1
6550,6550, 36 months,11.53,216.09,B,B5,1
6400,6400, 36 months,11.49,211.02,B,B5,1
35000,35000, 60 months,21.98,966.27,E,E4,1
9200,9200, 36 months,6.24,280.89,A,A2,1
2000,2000, 36 months,13.11,67.5,B,B4,1
1000,1000, 36 months,15.31,34.82,C,C2,1
6800,6800, 36 months,7.89,212.75,A,A5,1
15000,15000, 36 months,9.99,483.94,B,B3,1
30000,30000, 60 months,16.29,734.18,C,C5,1
15000,15000, 36 months,17.27,536.81,C,C5,1
16000,16000, 60 months,15.88,388.07,C,C4,1
10000,10000, 36 months,9.17,318.79,B,B2,1
5000,5000, 36 months,12.69,167.73,C,C2,1
17000,17000, 36 months,6.24,519.03,A,A2,1
1500,1500, 60 months,15.22,35.86,C,C3,1
31275,31275, 36 months,11.48,1031.03,B,B5,1
28500,28500, 60 months,18.49,731.34,D,D5,1
12000,12000, 36 months,6.03,365.23,A,A1,1
28800,28800, 60 months,14.46,677.02,C,C4,1
6000,6000, 36 months,16.55,212.58,D,D2,1
32000,32000, 36 months,11.53,1055.69,B,B5,1
5000,5000, 36 months,11.99,166.05,B,B5,1
14000,14000, 36 months,13.99,478.42,C,C3,1
8100,8100, 36 months,16.55,286.98,D,D2,1
12000,12000, 36 months,8.18,377.04,B,B1,1
12000,12000, 36 months,13.35,406.36,C,C2,1
5000,5000, 36 months,10.99,163.67,B,B4,1
6000,6000, 36 months,13.33,203.12,C,C3,1
24000,24000, 60 months,14.47,564.31,C,C2,1
8000,8000, 36 months,8.19,251.4,A,A5,1
5625,5625, 36 months,22.15,215.26,E,E5,1
10000,10000, 36 months,14.33,343.39,C,C5,1
8000,8000, 36 months,14.3,274.59,C,C1,1
7000,7000, 36 months,7.49,217.72,A,A4,1
12000,12000, 36 months,9.44,384.06,B,B1,1
12250,12250, 60 months,13.68,283.01,C,C1,1
8000,8000, 36 months,11.99,265.68,C,C1,1
8000,8000, 36 months,7.39,248.45,A,A4,1
15000,15000, 36 months,6.03,456.54,A,A1,1
10000,10000, 36 months,10.91,326.97,B,B4,1
5000,5000, 36 months,13.33,169.27,C,C3,1
4950,4950, 36 months,10.99,162.04,B,B2,1
7000,7000, 36 months,6.11,213.31,A,A1,1
35000,35000, 60 months,15.59,843.53,C,C5,1
6050,6050, 36 months,16.29,213.57,C,C4,1
3500,3500, 36 months,10.99,114.57,B,B3,1
10000,10000, 36 months,9.17,318.79,B,B2,1
3000,3000, 36 months,8.46,94.65,A,A5,1
30000,30000, 36 months,12.69,1006.35,C,C2,1
15000,15000, 36 months,9.75,482.25,B,B3,1
13300,13300, 36 months,11.14,436.31,B,B2,1
16000,16000, 36 months,14.33,549.42,C,C1,1
2125,2125, 36 months,8.59,67.17,A,A5,1
30000,30000, 60 months,16.99,745.42,D,D3,1
8700,8700, 36 months,5.32,262,A,A1,1
7025,7025, 36 months,22.99,271.9,F,F2,1
10425,10425, 60 months,22.45,290.61,E,E5,1
7125,7125, 36 months,17.86,257.09,D,D5,1
32350,32350, 60 months,19.52,848.47,D,D4,1
15000,15000, 36 months,11.14,492.08,B,B2,1
20000,20000, 36 months,8.9,635.07,A,A5,1
6400,6400, 36 months,18.49,232.96,D,D2,1
10175,10175, 36 months,22.45,390.97,F,F1,1
25450,25450, 36 months,20.31,949.84,D,D5,1
14400,14400, 60 months,17.86,364.57,D,D5,1
21600,21600, 36 months,10.99,707.06,B,B4,1
20000,20000, 36 months,6.62,614.08,A,A2,1
10000,10000, 36 months,7.07,309.1,A,A2,1
24125,24125, 60 months,21.67,661.79,E,E5,1
11000,11000, 36 months,10.49,357.48,B,B2,1
17600,17600, 36 months,12.12,585.59,B,B3,1
4000,4000, 36 months,10.99,130.94,B,B4,1
7000,7000, 36 months,12.12,232.91,B,B3,1
12000,12000, 36 months,11.99,398.52,B,B3,1
24800,24800, 60 months,15.59,597.7,D,D1,1
6000,6000, 36 months,14.65,206.97,C,C5,1
7000,7000, 36 months,14.08,239.52,C,C3,1
13000,13000, 36 months,9.17,414.43,B,B2,1
35000,35000, 36 months,8.18,1099.69,B,B1,1
26100,26100, 36 months,11.47,860.31,B,B5,1
15000,15000, 36 months,11.14,492.08,B,B2,1
24000,24000, 60 months,11.44,527.1,B,B4,1
19200,19200, 36 months,6.62,589.52,A,A2,1
35000,35000, 36 months,16.29,1235.52,D,D1,1
16000,16000, 36 months,13.11,539.96,B,B4,1
16800,16800, 60 months,18.49,431.11,E,E2,1
24950,24950, 60 months,15.61,601.58,D,D1,1
9975,9975, 36 months,9.17,318,B,B2,1
5000,5000, 36 months,5.32,150.58,A,A1,1
24000,24000, 36 months,10.75,782.9,B,B4,1
15000,15000, 60 months,17.76,378.95,D,D1,1
7000,7000, 36 months,11.14,229.64,B,B2,1
3600,3600, 36 months,11.39,118.53,B,B3,1
8000,8000, 36 months,9.44,256.04,B,B1,1
14400,14400, 36 months,13.49,488.6,C,C2,1
35000,35000, 36 months,8.9,1111.37,A,A5,1
12000,12000, 36 months,11.14,393.67,B,B2,1
16000,16000, 36 months,7.9,500.65,A,A4,1
3000,3000, 36 months,21.97,114.53,E,E4,1
23500,23500, 60 months,16.02,571.73,D,D5,1
15000,15000, 36 months,8.18,471.3,B,B1,1
20000,20000, 36 months,9.99,645.25,B,B3,1
30000,30000, 36 months,7.26,929.89,A,A4,1
20350,20350, 60 months,26.06,610.02,G,G5,1
18500,18500, 36 months,5.32,557.13,A,A1,1
10000,10000, 36 months,12.99,336.9,C,C1,1
1000,1000, 36 months,8.18,31.42,B,B1,1
16150,16150, 36 months,22.15,618.03,E,E5,1
24000,24000, 60 months,13.99,558.32,C,C3,1
35000,35000, 60 months,30.89,1151.58,G,G3,1
25000,25000, 60 months,13.99,581.58,C,C4,1
5500,5500, 36 months,7.35,170.71,A,A4,1
25000,25000, 60 months,18.99,648.38,E,E1,1
4000,4000, 36 months,14.99,138.65,C,C5,1
13600,13600, 36 months,11.44,448.09,B,B4,1
8500,8500, 36 months,12.12,282.81,B,B3,1
6000,6000, 36 months,11.99,199.26,B,B5,1
8000,8000, 36 months,11.67,264.46,B,B4,1
8000,8000, 36 months,5.32,240.92,A,A1,1
19200,19200, 60 months,17.76,485.06,D,D1,1
7200,7200, 36 months,19.99,267.55,E,E4,1
17000,17000, 36 months,6.03,517.41,A,A1,1
8000,8000, 36 months,8.38,252.1,B,B1,1
10000,10000, 36 months,7.69,311.94,A,A4,1
15000,15000, 36 months,9.17,478.19,B,B2,1
3200,3200, 36 months,13.66,108.85,C,C3,1
14500,14500, 60 months,20.99,392.2,E,E5,1
18000,18000, 60 months,15.59,433.82,C,C5,1
5000,5000, 36 months,13.98,170.84,C,C3,1
11900,11900, 36 months,11.53,392.59,B,B5,1
28000,28000, 36 months,11.47,922.93,B,B5,1
20000,20000, 36 months,13.33,677.07,C,C3,1
1500,1500, 36 months,14.99,52,C,C4,1
20000,20000, 36 months,7.49,622.04,A,A4,1
8100,8100, 36 months,10.99,265.15,B,B4,1
35000,35000, 60 months,22.74,981.45,G,G1,1
11000,11000, 60 months,16.99,273.32,D,D3,1
6000,6000, 36 months,7.07,185.46,A,A2,1
28000,28000, 60 months,16.29,685.23,D,D1,1
1200,1200, 36 months,13.67,40.83,C,C4,1
20000,20000, 36 months,7.62,623.23,A,A3,1
3800,3800, 36 months,9.99,122.6,B,B3,1
10000,10000, 36 months,10.99,327.34,B,B4,1
23875,23875, 60 months,17.57,600.7,D,D4,1
3075,3075, 36 months,13.33,104.1,C,C3,1
4750,4750, 36 months,13.49,161.17,C,C2,1
5000,5000, 36 months,13.99,170.87,C,C4,1
12000,12000, 36 months,11.39,395.09,B,B3,1
5800,5800, 36 months,18.84,212.14,E,E2,1
5000,5000, 36 months,10.33,162.12,B,B1,1
30000,30000, 60 months,13.98,697.74,C,C3,1
33000,33000, 60 months,15.61,795.68,C,C3,1
24000,24000, 36 months,6.92,740.18,A,A4,1
30800,30800, 36 months,12.69,1033.19,C,C2,1
19000,19000, 60 months,13.98,441.9,C,C3,1
20000,20000, 60 months,15.23,478.22,C,C5,1
1200,1200, 36 months,14.47,41.29,C,C2,1
15000,15000, 36 months,6.03,456.54,A,A1,1
5900,5900, 36 months,16.99,210.33,D,D3,1
12000,12000, 36 months,16.99,427.78,D,D3,1
11000,11000, 60 months,19.03,285.53,D,D3,1
7550,7550, 36 months,20.5,282.52,E,E1,1
15000,15000, 60 months,25.8,447.34,G,G1,1
20000,20000, 36 months,17.76,720.65,D,D1,1
6400,6400, 36 months,9.76,205.79,B,B1,1
7800,7800, 36 months,6.49,239.03,A,A2,1
24000,24000, 36 months,10.75,782.9,B,B4,1
5950,5950, 36 months,12.69,199.6,C,C2,1
10000,10000, 36 months,6.92,308.41,A,A4,1
4000,4000, 36 months,9.75,128.6,B,B3,1
20000,20000, 60 months,18.55,513.88,E,E2,1
15000,15000, 36 months,10.42,486.98,B,B3,1
5000,5000, 36 months,5.32,150.58,A,A1,1
4500,4500, 36 months,11.99,149.45,B,B5,1
15000,15000, 36 months,11.53,494.86,B,B5,1
2000,2000, 36 months,11.67,66.12,B,B4,1
8000,8000, 36 months,10.75,260.97,B,B4,1
6000,6000, 36 months,10.99,196.41,B,B4,1
10000,10000, 36 months,15.31,348.18,C,C4,1
3500,3500, 36 months,8.99,111.29,B,B1,1
12000,12000, 36 months,11.53,395.89,B,B5,1
11000,11000, 36 months,9.71,353.45,B,B1,1
2000,2000, 36 months,13.59,67.96,C,C2,1
18000,18000, 36 months,11.67,595.03,B,B4,1
18800,18800, 60 months,18.49,482.43,D,D2,1
6000,6000, 36 months,16.2,211.54,C,C4,1
10000,10000, 36 months,13.66,340.13,C,C3,1
30000,30000, 36 months,17.09,1070.93,D,D1,1
16000,16000, 60 months,13.35,366.93,C,C2,1
7000,7000, 36 months,8.9,222.28,A,A5,1
1700,1700, 36 months,13.67,57.83,C,C4,1
20000,20000, 36 months,7.9,625.81,A,A4,1
16000,16000, 36 months,13.11,539.92,C,C2,1
8000,8000, 36 months,7.89,250.29,A,A5,1
12000,12000, 36 months,11.53,395.89,B,B5,1
30000,30000, 36 months,7.89,938.57,A,A5,1
2500,2500, 36 months,12.74,83.93,C,C1,1
30000,30000, 36 months,11.49,989.14,B,B5,1
8000,8000, 36 months,11.67,264.46,B,B4,1
9450,9450, 36 months,20.99,355.99,E,E4,1
20000,20000, 60 months,15.49,480.96,C,C4,1
35000,35000, 36 months,16.99,1247.68,D,D3,1
3000,3000, 36 months,15.61,104.9,D,D1,1
15600,15600, 60 months,19.53,409.24,D,D5,1
19200,19200, 60 months,18.99,497.96,D,D4,1
20000,20000, 36 months,7.49,622.04,A,A4,1
35000,35000, 36 months,12.99,1179.12,C,C2,1
35000,35000, 36 months,18.99,1282.79,E,E3,1
15000,15000, 36 months,7.26,464.95,A,A4,1
18000,18000, 36 months,8.19,565.64,A,A5,1
10500,10500, 36 months,12.69,352.23,C,C2,1
35000,35000, 36 months,14.03,1196.73,C,C2,1
12000,12000, 36 months,7.34,372.4,A,A4,1
20000,20000, 60 months,19.52,524.56,E,E2,1
19775,19775, 36 months,13.18,668.02,C,C3,1
35000,35000, 36 months,9.16,1115.6,B,B2,1
5000,5000, 36 months,8.18,157.1,B,B1,1
12000,12000, 36 months,12.99,404.27,B,B4,1
1000,1000, 36 months,9.93,32.24,B,B2,1
21000,21000, 60 months,11.53,462.17,B,B5,1
8950,8950, 36 months,15.99,314.62,D,D2,1
23500,23500, 36 months,11.14,770.92,B,B2,1
8000,8000, 36 months,13.33,270.83,C,C3,1
1500,1500, 36 months,10.91,49.05,B,B4,1
15000,15000, 36 months,7.9,469.36,A,A4,1
8000,8000, 36 months,7.21,247.79,A,A3,1
30000,30000, 36 months,7.62,934.85,A,A3,1
10000,10000, 36 months,6.99,308.73,A,A2,1
12000,12000, 36 months,7.89,375.43,A,A5,1
35000,35000, 60 months,12.99,796.18,C,C2,1
20000,20000, 36 months,11.67,661.14,B,B4,1
1200,1200, 36 months,8.38,37.82,B,B1,1
3000,3000, 36 months,13.99,102.52,C,C1,1
28000,28000, 36 months,14.33,961.47,C,C1,1
24000,24000, 60 months,12.99,545.96,C,C1,1
3000,3000, 36 months,10.99,98.21,B,B4,1
5000,5000, 36 months,14.85,172.96,C,C5,1
10000,10000, 36 months,12.99,336.9,C,C2,1
10975,10975, 36 months,13.66,373.29,C,C3,1
10000,10000, 36 months,8.18,314.2,B,B1,1
15000,15000, 36 months,14.99,519.91,C,C5,1
12000,12000, 36 months,7.39,372.67,A,A4,1
12000,12000, 60 months,20.39,320.54,D,D4,1
7750,7750, 36 months,17.27,277.36,D,D3,1
21600,21600, 36 months,10.42,701.24,B,B3,1
5000,5000, 36 months,14.99,173.31,C,C5,1
9525,9525, 36 months,16.99,339.55,D,D1,1
5000,5000, 36 months,9.17,159.4,B,B2,1
25000,25000, 36 months,11.86,828.69,B,B5,1
12000,12000, 36 months,12.69,402.54,C,C2,1
8400,8400, 36 months,16.29,296.53,C,C4,1
24000,24000, 60 months,12.99,545.96,B,B5,1
5400,5400, 36 months,11.39,177.79,B,B3,1
6000,6000, 36 months,10.99,196.41,B,B4,1
13000,13000, 60 months,20.5,348.05,E,E1,1
8000,8000, 36 months,20.2,298.13,E,E3,1
28000,28000, 36 months,7.62,872.52,A,A3,1
16800,16800, 36 months,17.99,607.28,D,D2,1
6000,6000, 36 months,9.75,192.9,B,B3,1
12000,12000, 36 months,12.49,401.39,B,B5,1
25000,25000, 60 months,12.99,568.7,C,C2,1
7000,7000, 36 months,12.53,234.27,C,C1,1
6000,6000, 36 months,10.99,196.41,B,B4,1
2875,2875, 36 months,15.77,100.76,D,D1,1
7800,7800, 36 months,14.49,268.45,C,C4,1
8000,8000, 36 months,14.49,275.33,C,C4,1
12000,12000, 36 months,10.99,392.81,B,B2,1
12000,12000, 36 months,10.99,392.81,B,B3,1
24000,24000, 60 months,17.76,606.32,D,D1,1
12000,12000, 36 months,9.99,387.15,B,B3,1
8000,8000, 36 months,8.18,251.36,B,B1,1
12000,12000, 36 months,12.69,402.54,C,C2,1
15000,15000, 36 months,9.17,478.19,B,B2,1
6300,6300, 36 months,6.24,192.35,A,A2,1
7225,7225, 36 months,16.99,257.56,D,D3,1
12000,12000, 36 months,9.49,384.34,B,B2,1
15000,15000, 36 months,9.99,483.94,B,B3,1
5000,5000, 36 months,11.47,164.81,B,B5,1
10000,10000, 36 months,9.67,321.13,B,B1,1
5000,5000, 36 months,6.62,153.52,A,A2,1
16000,16000, 60 months,9.44,335.57,B,B1,1
11200,11200, 36 months,11.67,370.24,B,B4,1
3000,3000, 36 months,7.24,92.97,A,A3,1
8000,8000, 36 months,11.47,263.7,B,B5,1
8000,8000, 36 months,7.24,247.9,A,A3,1
11250,11250, 60 months,25.57,333.98,F,F5,1
35000,35000, 60 months,15.99,850.95,C,C5,1
17000,17000, 36 months,9.75,546.55,B,B3,1
1200,1200, 36 months,7.89,37.55,A,A5,1
16000,16000, 60 months,15.22,382.49,C,C3,1
8000,8000, 36 months,11.71,264.61,B,B3,1
9700,9700, 36 months,9.67,311.5,B,B1,1
12000,12000, 36 months,15.8,420.71,C,C3,1
10650,10650, 36 months,12.49,356.24,B,B5,1
8000,8000, 36 months,6.03,243.49,A,A1,1
12000,12000, 60 months,14.64,283.22,C,C3,1
6000,6000, 36 months,10.78,195.81,B,B4,1
1000,1000, 36 months,11.49,32.98,B,B5,1
9600,9600, 36 months,13.49,325.74,C,C2,1
6500,6500, 36 months,6.39,198.9,A,A2,1
31375,31375, 60 months,19.52,822.89,E,E2,1
15000,15000, 60 months,8.59,308.4,A,A5,1
18000,18000, 60 months,15.88,436.58,C,C4,1
30000,30000, 36 months,5.32,903.45,A,A1,1
14000,14000, 60 months,19.99,370.84,D,D4,1
16000,16000, 36 months,8.9,508.06,A,A5,1
12000,12000, 36 months,11.14,393.67,B,B2,1
11400,11400, 36 months,18.25,413.57,E,E1,1
6000,6000, 36 months,9.17,191.28,B,B2,1
3600,3600, 36 months,17.77,129.74,D,D1,1
8875,8875, 36 months,17.77,319.83,D,D1,1
9000,9000, 36 months,7.89,281.58,A,A5,1
14000,14000, 36 months,6.92,431.77,A,A4,1
12500,12500, 60 months,13.99,290.79,C,C4,1
5500,5500, 36 months,6.24,167.92,A,A2,1
5600,5600, 36 months,16.99,199.63,D,D1,1
25200,25200, 36 months,12.29,840.5,C,C1,1
7000,7000, 36 months,7.59,218.04,A,A3,1
7500,7500, 36 months,13.35,253.98,C,C2,1
23500,23500, 36 months,12.61,787.41,C,C1,1
24000,24000, 60 months,13.33,550.14,C,C3,1
20000,20000, 36 months,6.03,608.72,A,A1,1
2000,2000, 36 months,11.99,66.42,B,B3,1
18000,18000, 36 months,9.16,573.74,B,B2,1
4725,4725, 36 months,11.71,156.29,B,B3,1
28000,28000, 60 months,21.99,773.18,F,F1,1
13000,13000, 36 months,7.62,405.1,A,A3,1
14000,14000, 36 months,13.56,475.51,C,C1,1
10000,10000, 36 months,5.32,301.15,A,A1,1
30000,30000, 60 months,22.47,836.61,E,E5,1
9500,9500, 36 months,6.39,290.7,A,A2,1
17575,17575, 36 months,12.29,586.18,C,C1,1
5700,5700, 36 months,11.49,187.94,B,B5,1
35000,35000, 36 months,10.99,1145.69,B,B2,1
9450,9450, 36 months,11.14,310.01,B,B2,1
10000,10000, 36 months,9.49,320.29,B,B2,1
3500,3500, 36 months,9.17,111.58,B,B2,1
12000,12000, 60 months,11.99,266.88,C,C1,1
9250,9250, 36 months,14.09,316.55,B,B5,1
5000,5000, 36 months,12.85,168.11,B,B4,1
5650,5650, 36 months,20.39,211.1,D,D4,1
10000,10000, 36 months,7.26,309.97,A,A4,1
3600,3600, 36 months,24.99,143.12,F,F4,1
14825,14825, 36 months,13.11,500.3,B,B4,1
18700,18700, 36 months,7.91,585.22,A,A5,1
20000,20000, 36 months,7.07,618.19,A,A2,1
4000,4000, 36 months,9.49,128.12,B,B2,1
27000,27000, 36 months,13.18,912.08,C,C3,1
12000,12000, 60 months,13.99,279.16,C,C3,1
21000,21000, 60 months,15.27,502.57,C,C4,1
25000,25000, 60 months,19.24,651.82,E,E2,1
1000,1000, 36 months,25.88,40.23,F,F4,1
9000,9000, 36 months,7.62,280.46,A,A3,1
1500,1500, 36 months,16.29,52.96,C,C4,1
6000,6000, 36 months,6.71,184.47,A,A3,1
10000,10000, 36 months,8.9,317.54,A,A5,1
12000,12000, 36 months,7.24,371.85,A,A3,1
25000,25000, 36 months,7.89,782.15,A,A5,1
20000,20000, 36 months,11.39,658.48,B,B3,1
18000,18000, 60 months,13.99,418.74,C,C3,1
21250,21250, 36 months,12.12,707.03,B,B3,1
8000,8000, 36 months,10.99,261.88,B,B4,1
8000,8000, 36 months,14.65,275.96,C,C5,1
6850,6850, 36 months,6.68,210.51,A,A3,1
8000,8000, 36 months,12.49,267.6,B,B4,1
12000,12000, 36 months,7.91,375.54,A,A5,1
11000,11000, 36 months,5.32,331.27,A,A1,1
3500,3500, 36 months,10.47,113.71,B,B2,1
20000,20000, 36 months,6.03,608.72,A,A1,1
15750,15750, 60 months,18.24,402.01,D,D5,1
5300,5300, 36 months,5.42,159.85,A,A1,1
30000,30000, 36 months,19.99,1114.76,D,D4,1
25850,25850, 36 months,13.35,875.36,C,C2,1
8000,8000, 36 months,14.33,274.71,C,C1,1
13000,13000, 36 months,7.07,401.82,A,A2,1
32000,32000, 60 months,14.08,745.92,C,C3,1
35000,35000, 36 months,18.99,1282.79,E,E1,1
7500,4200, 36 months,8.63,132.84,A,A5,1
